month,year,kraj,avg_monthly_salary
3,2006,ZLK,15983
4,2006,ZLK,17175
5,2006,ZLK,17175
6,2006,ZLK,17175
7,2006,ZLK,17136
8,2006,ZLK,17136
9,2006,ZLK,17136
10,2006,ZLK,18786
11,2006,ZLK,18786
12,2006,ZLK,18786
1,2007,HKK,17739
2,2007,HKK,17739
3,2007,HKK,17739
4,2007,HKK,18752
5,2007,HKK,18752
6,2007,HKK,18752
7,2007,HKK,18788
8,2007,HKK,18788
9,2007,HKK,18788
10,2007,HKK,20465
11,2007,HKK,20465
12,2007,HKK,20465
1,2007,JHC,17566
2,2007,JHC,17566
3,2007,JHC,17566
4,2007,JHC,18735
5,2007,JHC,18735
6,2007,JHC,18735
7,2007,JHC,18795
8,2007,JHC,18795
9,2007,JHC,18795
10,2007,JHC,20664
11,2007,JHC,20664
12,2007,JHC,20664
1,2007,JHM,18643
2,2007,JHM,18643
3,2007,JHM,18643
4,2007,JHM,19701
5,2007,JHM,19701
6,2007,JHM,19701
7,2007,JHM,19766
8,2007,JHM,19766
9,2007,JHM,19766
10,2007,JHM,21781
11,2007,JHM,21781
12,2007,JHM,21781
1,2007,KVK,16888
2,2007,KVK,16888
3,2007,KVK,16888
4,2007,KVK,17914
5,2007,KVK,17914
6,2007,KVK,17914
7,2007,KVK,17940
8,2007,KVK,17940
9,2007,KVK,17940
10,2007,KVK,19746
11,2007,KVK,19746
12,2007,KVK,19746
1,2007,LBK,18024
2,2007,LBK,18024
3,2007,LBK,18024
4,2007,LBK,18749
5,2007,LBK,18749
6,2007,LBK,18749
7,2007,LBK,18944
8,2007,LBK,18944
9,2007,LBK,18944
10,2007,LBK,20371
11,2007,LBK,20371
12,2007,LBK,20371
1,2007,MSK,18498
2,2007,MSK,18498
3,2007,MSK,18498
4,2007,MSK,19669
5,2007,MSK,19669
6,2007,MSK,19669
7,2007,MSK,19553
8,2007,MSK,19553
9,2007,MSK,19553
10,2007,MSK,21525
11,2007,MSK,21525
12,2007,MSK,21525
1,2007,OLK,17530
2,2007,OLK,17530
3,2007,OLK,17530
4,2007,OLK,18503
5,2007,OLK,18503
6,2007,OLK,18503
7,2007,OLK,18569
8,2007,OLK,18569
9,2007,OLK,18569
10,2007,OLK,20161
11,2007,OLK,20161
12,2007,OLK,20161
1,2007,PAK,17458
2,2007,PAK,17458
3,2007,PAK,17458
4,2007,PAK,18414
5,2007,PAK,18414
6,2007,PAK,18414
7,2007,PAK,18620
8,2007,PAK,18620
9,2007,PAK,18620
10,2007,PAK,20378
11,2007,PAK,20378
12,2007,PAK,20378
1,2007,PHA,26596
2,2007,PHA,26596
3,2007,PHA,26596
4,2007,PHA,27399
5,2007,PHA,27399
6,2007,PHA,27399
7,2007,PHA,27292
8,2007,PHA,27292
9,2007,PHA,27292
10,2007,PHA,29546
11,2007,PHA,29546
12,2007,PHA,29546
1,2007,PLK,18322
2,2007,PLK,18322
3,2007,PLK,18322
4,2007,PLK,19641
5,2007,PLK,19641
6,2007,PLK,19641
7,2007,PLK,19841
8,2007,PLK,19841
9,2007,PLK,19841
10,2007,PLK,21538
11,2007,PLK,21538
12,2007,PLK,21538
1,2007,STC,19146
2,2007,STC,19146
3,2007,STC,19146
4,2007,STC,20754
5,2007,STC,20754
6,2007,STC,20754
7,2007,STC,20434
8,2007,STC,20434
9,2007,STC,20434
10,2007,STC,22275
11,2007,STC,22275
12,2007,STC,22275
1,2007,ULK,18165
2,2007,ULK,18165
3,2007,ULK,18165
4,2007,ULK,18983
5,2007,ULK,18983
6,2007,ULK,18983
7,2007,ULK,19041
8,2007,ULK,19041
9,2007,ULK,19041
10,2007,ULK,20972
11,2007,ULK,20972
12,2007,ULK,20972
1,2007,VYS,17534
2,2007,VYS,17534
3,2007,VYS,17534
4,2007,VYS,18646
5,2007,VYS,18646
6,2007,VYS,18646
7,2007,VYS,18713
8,2007,VYS,18713
9,2007,VYS,18713
10,2007,VYS,20572
11,2007,VYS,20572
12,2007,VYS,20572
1,2007,ZLK,17324
2,2007,ZLK,17324
3,2007,ZLK,17324
4,2007,ZLK,18454
5,2007,ZLK,18454
6,2007,ZLK,18454
7,2007,ZLK,18318
8,2007,ZLK,18318
9,2007,ZLK,18318
10,2007,ZLK,19994
11,2007,ZLK,19994
12,2007,ZLK,19994
1,2008,HKK,19396
2,2008,HKK,19396
3,2008,HKK,19396
4,2008,HKK,20147
5,2008,HKK,20147
6,2008,HKK,20147
7,2008,HKK,19943
8,2008,HKK,19943
9,2008,HKK,19943
10,2008,HKK,21753
11,2008,HKK,21753
12,2008,HKK,21753
1,2008,JHC,19243
2,2008,JHC,19243
3,2008,JHC,19243
4,2008,JHC,19974
5,2008,JHC,19974
6,2008,JHC,19974
7,2008,JHC,20015
8,2008,JHC,20015
9,2008,JHC,20015
10,2008,JHC,21833
11,2008,JHC,21833
12,2008,JHC,21833
1,2008,JHM,20513
2,2008,JHM,20513
3,2008,JHM,20513
4,2008,JHM,21187
5,2008,JHM,21187
6,2008,JHM,21187
7,2008,JHM,21363
8,2008,JHM,21363
9,2008,JHM,21363
10,2008,JHM,23485
11,2008,JHM,23485
12,2008,JHM,23485
1,2008,KVK,18186
2,2008,KVK,18186
3,2008,KVK,18186
4,2008,KVK,18863
5,2008,KVK,18863
6,2008,KVK,18863
7,2008,KVK,18774
8,2008,KVK,18774
9,2008,KVK,18774
10,2008,KVK,21013
11,2008,KVK,21013
12,2008,KVK,21013
1,2008,LBK,19516
2,2008,LBK,19516
3,2008,LBK,19516
4,2008,LBK,20056
5,2008,LBK,20056
6,2008,LBK,20056
7,2008,LBK,20251
8,2008,LBK,20251
9,2008,LBK,20251
10,2008,LBK,21704
11,2008,LBK,21704
12,2008,LBK,21704
1,2008,MSK,20158
2,2008,MSK,20158
3,2008,MSK,20158
4,2008,MSK,20932
5,2008,MSK,20932
6,2008,MSK,20932
7,2008,MSK,20801
8,2008,MSK,20801
9,2008,MSK,20801
10,2008,MSK,22763
11,2008,MSK,22763
12,2008,MSK,22763
1,2008,OLK,18898
2,2008,OLK,18898
3,2008,OLK,18898
4,2008,OLK,19350
5,2008,OLK,19350
6,2008,OLK,19350
7,2008,OLK,19565
8,2008,OLK,19565
9,2008,OLK,19565
10,2008,OLK,21487
11,2008,OLK,21487
12,2008,OLK,21487
1,2008,PAK,18962
2,2008,PAK,18962
3,2008,PAK,18962
4,2008,PAK,19718
5,2008,PAK,19718
6,2008,PAK,19718
7,2008,PAK,19710
8,2008,PAK,19710
9,2008,PAK,19710
10,2008,PAK,21460
11,2008,PAK,21460
12,2008,PAK,21460
1,2008,PHA,29477
2,2008,PHA,29477
3,2008,PHA,29477
4,2008,PHA,29448
5,2008,PHA,29448
6,2008,PHA,29448
7,2008,PHA,29551
8,2008,PHA,29551
9,2008,PHA,29551
10,2008,PHA,32437
11,2008,PHA,32437
12,2008,PHA,32437
1,2008,PLK,20679
2,2008,PLK,20679
3,2008,PLK,20679
4,2008,PLK,21576
5,2008,PLK,21576
6,2008,PLK,21576
7,2008,PLK,21176
8,2008,PLK,21176
9,2008,PLK,21176
10,2008,PLK,23030
11,2008,PLK,23030
12,2008,PLK,23030
1,2008,STC,20969
2,2008,STC,20969
3,2008,STC,20969
4,2008,STC,22217
5,2008,STC,22217
6,2008,STC,22217
7,2008,STC,21548
8,2008,STC,21548
9,2008,STC,21548
10,2008,STC,23400
11,2008,STC,23400
12,2008,STC,23400
1,2008,ULK,19631
2,2008,ULK,19631
3,2008,ULK,19631
4,2008,ULK,20077
5,2008,ULK,20077
6,2008,ULK,20077
7,2008,ULK,20045
8,2008,ULK,20045
9,2008,ULK,20045
10,2008,ULK,22268
11,2008,ULK,22268
12,2008,ULK,22268
1,2008,VYS,19162
2,2008,VYS,19162
3,2008,VYS,19162
4,2008,VYS,20086
5,2008,VYS,20086
6,2008,VYS,20086
7,2008,VYS,19952
8,2008,VYS,19952
9,2008,VYS,19952
10,2008,VYS,21890
11,2008,VYS,21890
12,2008,VYS,21890
1,2008,ZLK,18823
2,2008,ZLK,18823
3,2008,ZLK,18823
4,2008,ZLK,19687
5,2008,ZLK,19687
6,2008,ZLK,19687
7,2008,ZLK,19525
8,2008,ZLK,19525
9,2008,ZLK,19525
10,2008,ZLK,21216
11,2008,ZLK,21216
12,2008,ZLK,21216
1,2009,HKK,19132
2,2009,HKK,19132
3,2009,HKK,19132
4,2009,HKK,19885
5,2009,HKK,19885
6,2009,HKK,19885
7,2009,HKK,20121
8,2009,HKK,20121
9,2009,HKK,20121
10,2009,HKK,22342
11,2009,HKK,22342
12,2009,HKK,22342
1,2009,JHC,19576
2,2009,JHC,19576
3,2009,JHC,19576
4,2009,JHC,20310
5,2009,JHC,20310
6,2009,JHC,20310
7,2009,JHC,20762
8,2009,JHC,20762
9,2009,JHC,20762
10,2009,JHC,23016
11,2009,JHC,23016
12,2009,JHC,23016
1,2009,JHM,21065
2,2009,JHM,21065
3,2009,JHM,21065
4,2009,JHM,21800
5,2009,JHM,21800
6,2009,JHM,21800
7,2009,JHM,22289
8,2009,JHM,22289
9,2009,JHM,22289
10,2009,JHM,24525
11,2009,JHM,24525
12,2009,JHM,24525
1,2009,KVK,18652
2,2009,KVK,18652
3,2009,KVK,18652
4,2009,KVK,19646
5,2009,KVK,19646
6,2009,KVK,19646
7,2009,KVK,19794
8,2009,KVK,19794
9,2009,KVK,19794
10,2009,KVK,22310
11,2009,KVK,22310
12,2009,KVK,22310
1,2009,LBK,19653
2,2009,LBK,19653
3,2009,LBK,19653
4,2009,LBK,20484
5,2009,LBK,20484
6,2009,LBK,20484
7,2009,LBK,20928
8,2009,LBK,20928
9,2009,LBK,20928
10,2009,LBK,22815
11,2009,LBK,22815
12,2009,LBK,22815
1,2009,MSK,20474
2,2009,MSK,20474
3,2009,MSK,20474
4,2009,MSK,21278
5,2009,MSK,21278
6,2009,MSK,21278
7,2009,MSK,21508
8,2009,MSK,21508
9,2009,MSK,21508
10,2009,MSK,23807
11,2009,MSK,23807
12,2009,MSK,23807
1,2009,OLK,18731
2,2009,OLK,18731
3,2009,OLK,18731
4,2009,OLK,19920
5,2009,OLK,19920
6,2009,OLK,19920
7,2009,OLK,20359
8,2009,OLK,20359
9,2009,OLK,20359
10,2009,OLK,22401
11,2009,OLK,22401
12,2009,OLK,22401
1,2009,PAK,19123
2,2009,PAK,19123
3,2009,PAK,19123
4,2009,PAK,19828
5,2009,PAK,19828
6,2009,PAK,19828
7,2009,PAK,20428
8,2009,PAK,20428
9,2009,PAK,20428
10,2009,PAK,22923
11,2009,PAK,22923
12,2009,PAK,22923
1,2009,PHA,30450
2,2009,PHA,30450
3,2009,PHA,30450
4,2009,PHA,30430
5,2009,PHA,30430
6,2009,PHA,30430
7,2009,PHA,30605
8,2009,PHA,30605
9,2009,PHA,30605
10,2009,PHA,33568
11,2009,PHA,33568
12,2009,PHA,33568
1,2009,PLK,21993
2,2009,PLK,21993
3,2009,PLK,21993
4,2009,PLK,21959
5,2009,PLK,21959
6,2009,PLK,21959
7,2009,PLK,22201
8,2009,PLK,22201
9,2009,PLK,22201
10,2009,PLK,24379
11,2009,PLK,24379
12,2009,PLK,24379
1,2009,STC,21405
2,2009,STC,21405
3,2009,STC,21405
4,2009,STC,22621
5,2009,STC,22621
6,2009,STC,22621
7,2009,STC,22450
8,2009,STC,22450
9,2009,STC,22450
10,2009,STC,24302
11,2009,STC,24302
12,2009,STC,24302
1,2009,ULK,20070
2,2009,ULK,20070
3,2009,ULK,20070
4,2009,ULK,20743
5,2009,ULK,20743
6,2009,ULK,20743
7,2009,ULK,21055
8,2009,ULK,21055
9,2009,ULK,21055
10,2009,ULK,23466
11,2009,ULK,23466
12,2009,ULK,23466
1,2009,VYS,19216
2,2009,VYS,19216
3,2009,VYS,19216
4,2009,VYS,20131
5,2009,VYS,20131
6,2009,VYS,20131
7,2009,VYS,20807
8,2009,VYS,20807
9,2009,VYS,20807
10,2009,VYS,22465
11,2009,VYS,22465
12,2009,VYS,22465
1,2009,ZLK,17704
2,2009,ZLK,17704
3,2009,ZLK,17704
4,2009,ZLK,18703
5,2009,ZLK,18703
6,2009,ZLK,18703
7,2009,ZLK,18977
8,2009,ZLK,18977
9,2009,ZLK,18977
10,2009,ZLK,20848
11,2009,ZLK,20848
12,2009,ZLK,20848
1,2010,HKK,20555
2,2010,HKK,20555
3,2010,HKK,20555
4,2010,HKK,21552
5,2010,HKK,21552
6,2010,HKK,21552
7,2010,HKK,21468
8,2010,HKK,21468
9,2010,HKK,21468
10,2010,HKK,23593
11,2010,HKK,23593
12,2010,HKK,23593
1,2010,JHC,20271
2,2010,JHC,20271
3,2010,JHC,20271
4,2010,JHC,21008
5,2010,JHC,21008
6,2010,JHC,21008
7,2010,JHC,21251
8,2010,JHC,21251
9,2010,JHC,21251
10,2010,JHC,23315
11,2010,JHC,23315
12,2010,JHC,23315
1,2010,JHM,21831
2,2010,JHM,21831
3,2010,JHM,21831
4,2010,JHM,22609
5,2010,JHM,22609
6,2010,JHM,22609
7,2010,JHM,22665
8,2010,JHM,22665
9,2010,JHM,22665
10,2010,JHM,24684
11,2010,JHM,24684
12,2010,JHM,24684
1,2010,KVK,19371
2,2010,KVK,19371
3,2010,KVK,19371
4,2010,KVK,20333
5,2010,KVK,20333
6,2010,KVK,20333
7,2010,KVK,20336
8,2010,KVK,20336
9,2010,KVK,20336
10,2010,KVK,22205
11,2010,KVK,22205
12,2010,KVK,22205
1,2010,LBK,20576
2,2010,LBK,20576
3,2010,LBK,20576
4,2010,LBK,21389
5,2010,LBK,21389
6,2010,LBK,21389
7,2010,LBK,21561
8,2010,LBK,21561
9,2010,LBK,21561
10,2010,LBK,23447
11,2010,LBK,23447
12,2010,LBK,23447
1,2010,MSK,21128
2,2010,MSK,21128
3,2010,MSK,21128
4,2010,MSK,21959
5,2010,MSK,21959
6,2010,MSK,21959
7,2010,MSK,22012
8,2010,MSK,22012
9,2010,MSK,22012
10,2010,MSK,24282
11,2010,MSK,24282
12,2010,MSK,24282
1,2010,OLK,19767
2,2010,OLK,19767
3,2010,OLK,19767
4,2010,OLK,20940
5,2010,OLK,20940
6,2010,OLK,20940
7,2010,OLK,20883
8,2010,OLK,20883
9,2010,OLK,20883
10,2010,OLK,22768
11,2010,OLK,22768
12,2010,OLK,22768
1,2010,PAK,19890
2,2010,PAK,19890
3,2010,PAK,19890
4,2010,PAK,20743
5,2010,PAK,20743
6,2010,PAK,20743
7,2010,PAK,20957
8,2010,PAK,20957
9,2010,PAK,20957
10,2010,PAK,22756
11,2010,PAK,22756
12,2010,PAK,22756
1,2010,PHA,30430
2,2010,PHA,30430
3,2010,PHA,30430
4,2010,PHA,30660
5,2010,PHA,30660
6,2010,PHA,30660
7,2010,PHA,30689
8,2010,PHA,30689
9,2010,PHA,30689
10,2010,PHA,33028
11,2010,PHA,33028
12,2010,PHA,33028
1,2010,PLK,21564
2,2010,PLK,21564
3,2010,PLK,21564
4,2010,PLK,22467
5,2010,PLK,22467
6,2010,PLK,22467
7,2010,PLK,24043
8,2010,PLK,24043
9,2010,PLK,24043
10,2010,PLK,24582
11,2010,PLK,24582
12,2010,PLK,24582
1,2010,STC,22013
2,2010,STC,22013
3,2010,STC,22013
4,2010,STC,23421
5,2010,STC,23421
6,2010,STC,23421
7,2010,STC,22967
8,2010,STC,22967
9,2010,STC,22967
10,2010,STC,24662
11,2010,STC,24662
12,2010,STC,24662
1,2010,ULK,20775
2,2010,ULK,20775
3,2010,ULK,20775
4,2010,ULK,21367
5,2010,ULK,21367
6,2010,ULK,21367
7,2010,ULK,21526
8,2010,ULK,21526
9,2010,ULK,21526
10,2010,ULK,23557
11,2010,ULK,23557
12,2010,ULK,23557
1,2010,VYS,20183
2,2010,VYS,20183
3,2010,VYS,20183
4,2010,VYS,20931
5,2010,VYS,20931
6,2010,VYS,20931
7,2010,VYS,21090
8,2010,VYS,21090
9,2010,VYS,21090
10,2010,VYS,22921
11,2010,VYS,22921
12,2010,VYS,22921
1,2010,ZLK,19629
2,2010,ZLK,19629
3,2010,ZLK,19629
4,2010,ZLK,20655
5,2010,ZLK,20655
6,2010,ZLK,20655
7,2010,ZLK,20724
8,2010,ZLK,20724
